Second,acc0,acc1,accumulator_fans_current,auto_breaking_voltage,auto_steering_voltage,b1_ready_to_drive,b2_data_logging,b3,b4,bms_fault,bms_state,brake1_psi,brake2_psi,brake_percent,bus_voltage,buzzer_state,command_torque_limited,coolant_pump_current,current,direction_value,error0,error1,error10,error11,error12,error13,error14,error15,error16,error17,error18,error19,error2,error20,error21,error22,error23,error24,error25,error26,error27,error28,error29,error3,error30,error31,error32,error33,error34,error35,error36,error37,error38,error39,error4,error40,error41,error42,error43,error44,error45,error46,error47,error48,error49,error5,error50,error51,error52,error53,error54,error55,error56,error57,error58,error59,error6,error60,error61,error62,error63,error7,error8,error9,flags,gpio_sense,imd_fault,inverter_dicharge,inverter_enable,lidar_current,lv_current,ping_lv_nodes,radiator_fans_current,relay_state,s1_coolant_pump,s2_radiator_fan,s3_accumulator_fan,shutdown_voltage,speed_mode_enabled,speed_signal,torque_signal_small,voltage
53,2988.0,8704.0,153.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,4.0,149.0,290.0,33.0,25907.0,1.0,0.0,147.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,152.0,991.0,6.0,0.0,3.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,25760.0
54,2988.0,0.0,153.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,4.0,139.0,255.0,30.0,25910.0,1.0,0.0,147.0,471.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,152.0,1005.0,1.0,0.0,3.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,25768.0
55,2988.0,27648.0,154.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,4.0,172.0,365.0,42.0,25903.0,1.0,0.0,147.0,459.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,152.0,1008.0,4.0,0.0,3.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,25765.0
56,2988.0,23552.0,154.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,166.0,348.0,40.0,25867.0,0.0,0.0,146.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1080.0,0.0,0.0,3.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,25687.0
57,2990.0,23808.0,154.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,168.0,349.0,40.0,25866.0,0.0,0.0,147.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1134.0,2.0,0.0,3.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,25686.0
58,2989.0,18432.0,153.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,159.0,321.0,37.0,25866.0,1.0,0.0,147.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1170.0,5.0,0.0,3.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0,25691.0
59,2988.0,22528.0,153.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25875.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1178.0,1.0,0.0,3.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0,25713.0
60,2987.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,68.0,90.0,11.0,25873.0,1.0,0.0,146.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1184.0,3.0,0.0,3.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,25710.0
61,2992.0,23040.0,154.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25875.0,1.0,0.0,146.0,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1187.0,1.0,0.0,3.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,25711.0
62,2988.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25872.0,1.0,0.0,146.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1190.0,3.0,0.0,3.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,25707.0
63,2987.0,22272.0,154.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,87.0,11.0,25872.0,1.0,0.0,147.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1191.0,5.0,0.0,3.0,0.0,0.0,0.0,796.0,0.0,0.0,0.0,25703.0
64,3030.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25871.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1194.0,2.0,0.0,3.0,0.0,0.0,0.0,796.0,0.0,0.0,128.0,25706.0
65,3037.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25870.0,1.0,0.0,147.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1195.0,4.0,0.0,3.0,0.0,0.0,0.0,795.0,0.0,0.0,138.0,25708.0
66,3034.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25870.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1197.0,6.0,0.0,3.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,25706.0
67,2992.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25871.0,1.0,0.0,147.0,473.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1199.0,3.0,0.0,3.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,25706.0
68,2995.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25870.0,1.0,0.0,146.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1201.0,5.0,0.0,3.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,25703.0
69,2998.0,22528.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25867.0,1.0,0.0,146.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1204.0,0.0,0.0,3.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,25707.0
70,2998.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25866.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1202.0,3.0,0.0,3.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,25703.0
71,2991.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25867.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1202.0,6.0,0.0,3.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,25698.0
72,2986.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25865.0,1.0,0.0,147.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,2.0,0.0,3.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,25697.0
73,2986.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25865.0,1.0,0.0,147.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1202.0,4.0,0.0,3.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,25702.0
74,2984.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,88.0,11.0,25866.0,1.0,0.0,146.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,0.0,0.0,3.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,25698.0
75,2986.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25865.0,1.0,0.0,147.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1204.0,3.0,0.0,3.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,25697.0
76,2983.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25862.0,1.0,0.0,146.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1206.0,5.0,0.0,3.0,0.0,0.0,0.0,791.0,0.0,0.0,0.0,25697.0
77,2984.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25862.0,1.0,0.0,146.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,1.0,0.0,3.0,0.0,0.0,0.0,791.0,0.0,0.0,0.0,25702.0
78,2986.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25861.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,4.0,0.0,3.0,0.0,0.0,0.0,791.0,0.0,0.0,0.0,25698.0
79,2986.0,22528.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25862.0,1.0,0.0,146.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1202.0,0.0,0.0,3.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,25697.0
80,2980.0,22528.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,88.0,11.0,25861.0,1.0,0.0,146.0,495.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1203.0,4.0,0.0,3.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,25698.0
81,2980.0,22528.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25861.0,1.0,0.0,146.0,487.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,6.0,0.0,3.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,25696.0
82,2982.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25861.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1203.0,1.0,0.0,3.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,25690.0
83,2983.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25860.0,1.0,0.0,146.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1202.0,5.0,0.0,3.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,25692.0
84,3035.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,88.0,11.0,25858.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,0.0,0.0,3.0,0.0,0.0,0.0,787.0,0.0,0.0,128.0,25697.0
